Acorn,Date,nb_pts,nb_clients,Conso_kWh
ACORN-C,2012-07-01,48,74.0,10.3056216256757
ACORN-C,2012-07-02,48,73.9791666666667,10.2227408353758
ACORN-C,2012-07-03,48,73.0208333333333,10.2029424232506
ACORN-C,2012-07-04,48,73.375,9.48109256510552
ACORN-C,2012-07-05,48,74.9791666666667,9.52679063063063
ACORN-C,2012-07-06,48,75.9791666666667,9.48454091761312
ACORN-C,2012-07-07,48,77.5416666666667,10.1939898486347
ACORN-C,2012-07-08,48,78.0,10.7668333358974
ACORN-C,2012-07-09,48,78.0,10.2427051217949
ACORN-C,2012-07-10,48,81.7916666666667,10.2937856346678
ACORN-C,2012-07-11,48,84.9583333333333,9.70393337822821
ACORN-C,2012-07-12,48,85.9583333333333,9.63708629018208
ACORN-C,2012-07-13,48,86.875,9.78227198723603
ACORN-C,2012-07-14,48,88.75,10.5056141183046
ACORN-C,2012-07-15,48,90.0,10.6905000055556
ACORN-C,2012-07-16,48,89.7916666666667,11.1093083404167
ACORN-C,2012-07-17,48,90.0,10.2504111133333
ACORN-C,2012-07-18,48,90.0,10.3652666666667
ACORN-C,2012-07-19,48,90.0,10.08937778
ACORN-C,2012-07-20,48,89.9791666666667,10.6159388186891
ACORN-C,2012-07-21,48,89.9791666666667,9.53441235510612
ACORN-C,2012-07-22,48,90.0,9.91484444
ACORN-C,2012-07-23,48,90.0,9.77588888777778
ACORN-C,2012-07-24,48,89.9791666666667,9.91295418227216
ACORN-C,2012-07-25,48,90.0,9.54158889
ACORN-C,2012-07-26,48,90.0,9.66877777666667
ACORN-C,2012-07-27,48,90.0,10.25352222
ACORN-C,2012-07-28,48,89.9791666666667,9.89610636481898
ACORN-C,2012-07-29,48,90.0,11.4138999888889
ACORN-C,2012-07-30,48,90.0,9.97526667111111
ACORN-C,2012-07-31,48,90.0,10.3485111088889
ACORN-C,2012-08-01,48,90.0,10.2996888977778
ACORN-C,2012-08-02,48,90.0,10.7726999988889
ACORN-C,2012-08-03,48,90.0,10.3571999944444
ACORN-C,2012-08-04,48,90.0,10.4384666722222
ACORN-C,2012-08-05,48,90.0,11.3313333344444
ACORN-C,2012-08-06,48,90.0,10.4697999988889
ACORN-C,2012-08-07,48,90.0,10.4731777811111
ACORN-C,2012-08-08,48,90.0,9.91699999222222
ACORN-C,2012-08-09,48,90.0,9.60413332888889
ACORN-C,2012-08-10,48,90.0,10.1480888833333
ACORN-C,2012-08-11,48,90.0,9.78777778222222
ACORN-C,2012-08-12,48,90.0,9.98851110666667
ACORN-C,2012-08-13,48,90.0,10.1549888944444
ACORN-C,2012-08-14,48,90.0,9.85360000555556
ACORN-C,2012-08-15,48,89.9791666666667,10.4497372057179
ACORN-C,2012-08-16,48,90.0,9.63704444555556
ACORN-C,2012-08-17,48,90.0,9.59924444888889
ACORN-C,2012-08-18,48,90.0,10.3889111144444
ACORN-C,2012-08-19,48,89.0208333333333,10.3960094858926
ACORN-C,2012-08-20,48,89.9791666666667,10.4957968677903
ACORN-C,2012-08-21,48,90.0,9.78476667333333
ACORN-C,2012-08-22,48,90.0,9.39690000444445
ACORN-C,2012-08-23,48,90.0,9.68164444555556
ACORN-C,2012-08-24,48,90.0,10.2074111122222
ACORN-C,2012-08-25,48,90.0,10.1301111111111
ACORN-C,2012-08-26,48,90.0,10.2711777877778
ACORN-C,2012-08-27,48,90.0,10.6687888944444
ACORN-C,2012-08-28,48,90.0,10.2679888877778
ACORN-C,2012-08-29,48,90.0,10.5104444422222
ACORN-C,2012-08-30,48,89.9791666666667,10.1056541811486
ACORN-C,2012-08-31,48,90.0,9.56221111333333
ACORN-C,2012-09-01,48,90.0,10.0759666677778
ACORN-C,2012-09-02,48,90.0,11.3218999933333
ACORN-C,2012-09-03,48,90.0,10.1767888877778
ACORN-C,2012-09-04,48,89.9791666666667,10.5552847768165
ACORN-C,2012-09-05,48,90.0,10.0552000066667
ACORN-C,2012-09-06,48,90.0,10.3570777811111
ACORN-C,2012-09-07,48,90.0,9.98454444333333
ACORN-C,2012-09-08,48,90.0,10.0025888911111
ACORN-C,2012-09-09,48,89.9583333333333,10.4129320740657
ACORN-C,2012-09-10,48,90.0,10.7639777755556
ACORN-C,2012-09-11,48,90.0,10.5122111111111
ACORN-C,2012-09-12,48,90.0,10.2357666677778
ACORN-C,2012-09-13,48,90.5416666666667,9.81070011330891
ACORN-C,2012-09-14,48,91.8958333333333,10.7703725687272
ACORN-C,2012-09-15,48,93.0,9.94397849462366
ACORN-C,2012-09-16,48,93.0,10.9337096795699
ACORN-C,2012-09-17,48,94.3125,10.6384540095673
ACORN-C,2012-09-18,48,96.0,10.7779479125
ACORN-C,2012-09-19,48,96.5625,10.673054016323
ACORN-C,2012-09-20,48,97.8125,10.8949688044726
ACORN-C,2012-09-21,48,100.6875,11.5372345262378
ACORN-C,2012-09-22,48,102.0,11.3685882323529
ACORN-C,2012-09-23,48,102.0,13.4613627382353
ACORN-C,2012-09-24,48,103.520833333333,12.6372073213328
ACORN-C,2012-09-25,48,105.75,11.3542533447389
ACORN-C,2012-09-26,48,109.0,11.6434166076364
ACORN-C,2012-09-27,48,112.791666666667,11.5782017505805
ACORN-C,2012-09-28,48,115.25,11.5003053836077
ACORN-C,2012-09-29,48,116.0,11.0512155241379
ACORN-C,2012-09-30,48,116.0,11.9873879232759
ACORN-C,2012-10-01,48,116.4375,11.9429258724948
ACORN-C,2012-10-02,48,118.25,11.4786691129818
ACORN-C,2012-10-03,48,119.0,11.2442268991597
ACORN-C,2012-10-04,48,120.833333333333,11.0754759236102
ACORN-C,2012-10-05,48,122.604166666667,11.6275676379848
ACORN-C,2012-10-06,48,122.958333333333,11.0664907411036
ACORN-C,2012-10-07,48,123.0,12.1088211463415
ACORN-C,2012-10-08,48,123.9375,11.8685113905127
ACORN-C,2012-10-09,48,126.5,11.3404817112567
ACORN-C,2012-10-10,48,128.583333333333,11.3040713987282
ACORN-C,2012-10-11,48,129.0,11.5709534860465
ACORN-C,2012-10-12,48,130.208333333333,11.8218391036452
ACORN-C,2012-10-13,48,131.0,11.5839771
ACORN-C,2012-10-14,48,131.0,12.3772671671756
ACORN-C,2012-10-15,48,131.0,11.8543129793893
ACORN-C,2012-10-16,48,131.0,11.5039313015267
ACORN-C,2012-10-17,48,130.916666666667,11.3213986310873
ACORN-C,2012-10-18,48,132.958333333333,11.2104191071099
ACORN-C,2012-10-19,48,137.625,12.0936202869182
ACORN-C,2012-10-20,48,140.0,11.970364285
ACORN-C,2012-10-21,48,140.0,12.6777428492857
ACORN-C,2012-10-22,48,141.1875,12.3605653694772
ACORN-C,2012-10-23,48,142.395833333333,11.99850475525
ACORN-C,2012-10-24,48,143.0,11.438405593007
ACORN-C,2012-10-25,48,142.9375,11.664786903996
ACORN-C,2012-10-26,48,145.833333333333,12.6204481181304
ACORN-C,2012-10-27,48,148.0,12.7339797351351
ACORN-C,2012-10-28,48,148.0,13.0241689168919
ACORN-C,2012-10-29,48,148.0,12.5666554067568
ACORN-C,2012-10-30,48,147.979166666667,12.1131325131504
ACORN-C,2012-10-31,48,148.0,12.4330405439189
ACORN-C,2012-11-01,48,148.0,12.0778783783784
